客户编号,工作日上班电话时长,工作日下班电话时长,周末电话时长,国际电话时长,总电话时长,平均每次通话时长
K206250,214.799999,765.299999,5,286.440516,985.099998,2.45049750746269
K206370,396.6,762.900001,104.4,215.627334,1263.900001,1.69423592627346
K206390,147,583.2,27,222.949148,757.2,5.01456953642384
K206450,809.4,758.4,168.6,477.425477,1736.4,2.40832177531207
K206470,462.6,526.8,3.6,287.817566,993,3.33221476510067
K206550,399.6,372.900001,40.8,249.222204,813.300001,1.94569378229665
K206590,376.800001,527.699999,29,210.638116,933.5,1.92871900826446
K206630,117,975,76.8,310.745875,1168.8,2.42993762993763
K206640,573.599999,672.299999,36.599999,231.303241,1282.499997,1.85332369508671
K206690,436.200001,423,87.5,236.413186,946.700001,1.68752228342246
K206740,616.799999,618,57.600001,272.175489,1292.4,1.84102564102564
K206770,363,658.199999,33.600001,303.786375,1054.8,2.62388059701493
K206790,539.4,547.2,92.4,222.872133,1179,2.34860557768924
K206830,412.8,478.499999,157.2,299.025532,1048.499999,1.74459234442596
K206870,378,552.9,33.6,268.075218,964.5,2.08315334773218
K206940,156,456,150,205.269085,762,3.5607476635514
K207020,306,576,18,181.642506,900,2.33160621761658
K207710,393.6,594.899999,69.5,280.306918,1057.999999,1.7037037020934
K207800,852.600001,776.399999,114,490.158709,1743,1.66158245948522
K208180,603.600001,572.399999,111.600001,342.525099,1287.600001,3.62704225633803
K208200,594.599999,739.8,14.400001,255.51336,1348.8,3.1811320754717
K208220,88.2,762,43.2,241.502407,893.4,3.91842105263158
K208250,559.8,521.1,63,255.141239,1143.9,6.39050279329609
K208260,377.399999,837.9,142,217.140246,1357.299999,3.4536895648855
K208360,434.400001,543,66,317.442038,1043.400001,3.32292993949045
K208660,161.4,691.8,40,193.430533,893.2,3.72166666666667
K208790,91.200001,676.799999,43,233.807684,811,2.24653739612188
K208820,243.6,708.3,52,211.893035,1003.9,3.12741433021807
K209120,235.2,563.399999,52.500001,207.053641,851.1,6.59767441860465
K209150,389.399999,413.700001,14.399999,203.465566,817.499999,3.20588234901961
K209310,509.399999,637.200001,30.600001,329.268593,1177.200001,6.92470588823529
K209530,729,853.799999,87,359.389754,1669.799999,3.15652173724008
K209560,405,839.399999,107.399999,369.950205,1351.799998,3.24172661390887
K209620,610.800001,636,21.6,306.376565,1268.400001,3.64482758908046
K209630,457.199999,745.5,126,437.935305,1328.699999,7.50677965536723
K209770,307.800002,482.7,53.4,258.35285,843.900002,2.62080745962733
K209830,487.199998,480.6,43.800002,247.271074,1011.6,4.2864406779661
K209840,464.400001,546.599999,57,251.032713,1068,3.32710280373832
K210150,636.6,606,114,430.586255,1356.6,3.37462686567164
K210200,714,695.1,50.399999,380.330992,1459.499999,2.55157342482517
K210220,717,789.6,57,432.748383,1563.6,2.61909547738693
K210250,366,524.700002,69,293.775044,959.700002,5.74670659880239
K210440,248.4,545.4,22.8,184.029945,816.6,3.46016949152542
K210500,475.2,529.5,31.2,215.3825,1035.9,2.94289772727273
K210530,235.2,683.4,55.2,215.965344,973.8,2.82260869565217
K210540,340.2,338.1,99.5,254.653007,777.8,5.2554054054054
K210590,639,732.9,10,225.988537,1381.9,3.79642857142857
K210660,249.6,479.100001,153,218.555959,881.700001,3.148928575
K210740,685.8,625.2,91.8,251.163398,1402.8,3.81195652173913
K210810,294.6,888.3,33,245.643936,1215.9,1.98352365415987
K210920,277.799999,643.200001,60,202.979813,981,13.4383561643836
K211020,238.8,604.5,13.2,232.114687,856.5,6.29779411764706
K211060,767.4,744.6,110.4,468.172317,1622.4,5.10188679245283
K211110,52.882528,13.743482,26.88942,12.797233,93.51543,1.26372202702703
K211130,73.2,33,6,35.258715,112.2,1.96842105263158
K211150,57,30,12,25.172261,99,1.90384615384615
K211200,45.186935,20.946028,1.372867,4.977924,67.50583,1.43629425531915
K211430,100.8,42.900001,23,41.335058,166.700001,2.11012659493671
K211440,75.623464,16.530757,24.70113,18.557952,116.855351,1.32790171590909
K211510,37.182734,30.567403,5.930988,22.416584,73.681125,1.88925961538462
K211530,91.2,48.6,7.8,1.968122,147.6,2.952
K211660,69.600001,11.1,42.600001,16.766347,123.300002,3.08250005
K211720,90,27.3,39.599999,35.55827,156.899999,2.17916665277778
K211770,37.610437,18.367888,0.655996,13.311886,56.634321,1.01132716071429
K212010,70.199999,33.599999,29.4,4.137098,133.199998,6.05454536363636
K212050,37.290578,9.532142,13.19835,3.618416,60.02107,1.66725194444444
K212130,56.592712,26.674272,23.129717,10.617818,106.396701,3.94061855555556
K212290,86.4,26.7,35,14.894415,148.1,14.81
K212370,76.8,41.099999,30,15.703961,147.899999,3.60731704878049
K212420,18,40.500001,8.400001,15.211415,66.900002,2.90869573913043
K212500,41.400001,67.8,15,20.539905,124.200001,3.35675678378378
K212620,32.584781,14.791776,17.793006,21.06556,65.169563,0.944486420289855
K212710,17.594018,33.825118,16.602806,10.690988,68.021942,0.800258141176471
K212830,59.4,54.6,46.200002,35.078288,160.200002,2.28857145714286
K212860,46.8,68.7,33.6,26.56187,149.1,3.24130434782609
K212880,5.770743,19.888453,35.036654,12.943127,60.69585,0.625730412371134
K212920,43.970874,34.797094,14.551512,12.37193,93.31948,1.07263770114943
K213240,43.999202,20.180085,41.904002,0.125,106.083289,1.21934814942529
K213700,72,94.2,2.4,49.462465,168.6,2.37464788732394
K213910,32.038454,17.006713,20.298336,11.540496,69.343503,1.77803853846154
K214000,21.697755,32.546631,46.616271,25.668725,100.860657,1.1727983372093
K214050,45,108.600001,21,44.21184,174.600001,3.96818184090909
K214140,34.171612,54.436173,19.204976,25.356548,107.812761,2.50727351162791
K214180,57.6,22.2,44.4,3.802529,124.2,4.6
K214380,119.4,109.500001,76.800001,93.107187,305.700002,2.40708662992126
K214830,193.2,273.300001,31,23.057775,497.500001,1.8703007556391
K214880,199.8,129.9,76.500001,55.554207,406.200001,2.13789474210526
K214890,124.2,308.400001,26.400001,19.049894,459.000002,3.47727274242424
K215020,73.800001,249,75.6,10.223416,398.400001,2.53757962420382
K215330,156,220.2,88.8,3.001844,465,2.39690721649485
K215480,60.599999,213.599999,107.5,78.166784,381.699998,3.97604164583333
K215590,146.4,288.9,51,31.692238,486.3,2.45606060606061
K215640,43.800001,79.800001,115.800001,74.322279,239.400003,2.25849059433962
K215660,186,197.1,40.2,22.423905,423.3,2.67911392405063
K215740,94.8,63.600001,48.600001,19.392079,207.000002,1.8818182
K215820,190.200001,205.5,100.200001,5.418776,495.900002,2.66612904301075
K215860,69.6,325.499999,78.6,16.129682,473.699999,2.92407406790123
K216090,94.8,183.899999,43,88.808227,321.699999,3.42234041489362
K216290,66,228.899999,79.2,32.838381,374.099999,3.37027026126126
K216330,157.8,274.499999,54.6,75.285317,486.899999,4.0239669338843
K216380,131.4,155.4,109.8,64.745941,396.6,1.9929648241206
K216610,161.400001,210.900001,124.2,54.328314,496.500002,3.33221477852349
K216680,23.399999,215.399999,15.6,80.908237,254.399998,3.68695649275362
K216690,132,257.1,12.6,76.978917,401.7,2.30862068965517
K216740,158.4,107.7,66,86.68899,332.1,2.55461538461538
K217020,97.2,154.8,50.4,28.304906,302.4,3.28695652173913
K217050,57,225.3,49.799999,32.288946,332.099999,2.18486841447368
K217330,135,231.3,67,41.744217,433.3,3.18602941176471
K217400,172.8,210.600002,66.499999,82.142346,449.900001,1.79243028286853
K217500,217.800001,197.400001,40.2,8.397676,455.400002,3.9258620862069
K217550,58.199999,189.6,62.4,89.391877,310.199999,3.92658226582278
K217780,152.4,294,51,13.710643,497.4,2.85862068965517
K217810,55.2,191.399999,73.2,70.424779,319.799999,1.72864864324324
K217830,108.599999,210.899999,55.8,60.807603,375.299998,2.5358107972973
K217870,109.199999,143.699999,100.800001,13.703595,353.699999,3.64639174226804
K217930,213,237,17,78.021509,467,2.01293103448276
K217990,72.6,181.200001,64.799999,30.790223,318.6,4.248
K218020,91.200001,264.9,39,25.963595,395.100001,3.03923077692308
K218090,151.8,60.3,100.8,15.532525,312.9,2.67435897435897
K218210,36,253.5,29,10.415244,318.5,1.93030303030303
K218260,130.2,301.2,18.6,40.865073,450,3.515625
K218570,91.200001,330.9,29.4,65.551005,451.500001,1.99778761504425
K218620,53.4,160.500001,70.2,29.922479,284.100001,4.11739131884058
K219000,115.799999,77.099998,69,65.711107,261.899997,1.95447758955224
K219060,41.4,303,25.2,15.585193,369.6,1.96595744680851
K219100,48.6,260.4,30.5,82.589356,339.5,4.14024390243902
K219110,129.6,167.1,66.6,97.559235,363.3,1.99615384615385
K219150,87.6,307.2,52.2,34.713267,447,5.32142857142857
K219170,87,180.9,54,82.878827,321.9,3.7
K219180,40.799999,205.5,54.600001,6.90022,300.9,2.81214953271028
K219340,59.4,48.9,107.5,42.899704,215.8,3.53770491803279
K219410,74.4,276.899999,47,46.286649,398.299999,3.37542372033898
K219480,95.400001,230.7,6.6,33.174895,332.700001,1.9686390591716
K219510,63.6,265.799999,4.8,28.787382,334.199999,1.66268656218905
K219760,88.8,203.7,37.2,15.327171,329.7,2.44222222222222
K219820,51,70.5,88.199999,50.514807,209.699999,5.11463412195122
K219830,100.799999,82.799999,73.799999,42.052301,257.399997,2.45142854285714
K220000,71.399999,27.6,97.500001,32.544207,196.5,2.13586956521739
K220090,118.8,117.3,126.6,97.441851,362.7,2.13352941176471
K220130,91.800001,142.199999,50,48.706305,284,3.78666666666667
K220410,46.2,97.499999,124.2,77.331506,267.899999,1.8349315
K220420,157.199999,310.800001,7.8,71.59478,475.8,2.02468085106383
K220540,18.6,297.6,47.5,38.09739,363.7,1.91421052631579
K220560,213,136.500001,148.800001,33.141732,498.300002,2.10253165400844
K220840,54,80.1,48.6,58.39029,182.7,3.51346153846154
K221100,82.8,260.7,96.500001,90.965561,440.000001,4.15094340566038
K221180,92.4,60.6,42,26.311879,195,2.01030927835052
K221190,92.399999,60.600001,42,26.311877,195,2.01030927835052
K221550,160.799999,158.099999,19.200001,3.881747,338.099999,2.88974358119658
K221630,112.800002,182.100001,66.6,28.816184,361.500003,2.06571430285714
K221810,40.2,214.500001,97.8,17.555057,352.500001,2.8893442704918
K221830,61.2,402.900001,18,95.823734,482.100001,2.62010870108696
K221850,152.4,245.4,6.6,38.548637,404.4,1.82986425339367
K221960,63,273.9,36,54.717871,372.9,3.42110091743119
K222030,142.800002,98.699999,64.800002,14.082037,306.300003,2.32045456818182
K222090,92.4,150.299999,18,31.745378,260.699999,1.67115383974359
K222140,78.6,378.6,42,41.456659,499.2,3.46666666666667
K222210,90.6,344.4,38.5,66.398956,473.5,2.09513274336283
K222300,133.2,172.5,10.5,8.177756,316.2,2.45116279069767
K222330,175.8,195.9,122.400001,2.313904,494.100001,2.50812183248731
K222420,90,110.4,50.4,45.139133,250.8,2.55918367346939
K222820,96.6,94.8,27,28.354141,218.4,2.76455696202532
K222880,183.600001,184.500001,46,44.765566,414.100002,3.26062993700787
K222930,74.400001,246.900001,60.599999,58.646249,381.900001,2.08688525136612
K223020,78,194.7,32.4,15.053118,305.1,1.81607142857143
K223150,76.8,272.100001,55.2,25.541656,404.100001,3.96176471568627
K223180,99,183.6,57.6,21.735799,340.2,2.16687898089172
K223220,90.6,148.8,49.2,75.883395,288.6,3.51951219512195
K223410,36.599999,263.699999,70.199999,60.570871,370.499997,2.33018866037736
K223460,198.6,117.6,139.799999,7.430551,455.999999,1.86122448571429
K223470,81.600001,250.5,16.2,67.689378,348.300001,3.95795455681818
K223480,60.599999,212.7,51,95.555128,324.299999,2.47557251145038
K223530,44.4,204,31.799999,18.396126,280.199999,4.83103446551724
K223560,54,192.6,48.5,64.952711,295.1,3.59878048780488
K223590,54.6,323.4,85.8,7.907961,463.8,2.76071428571429
K223610,39,108.899999,31,46.669985,178.899999,2.41756755405405
K223710,165,219,13.8,65.186293,397.8,3.315
K223720,87.6,286.2,102,95.779067,475.8,3.25890410958904
K223780,148.2,236.099999,18,62.159751,402.299999,3.00223879850746
K223880,225,154.2,71.4,7.006728,450.6,4.7936170212766
K223910,37.2,345.3,68.4,4.427537,450.9,1.92692307692308
K224160,83.4,191.4,44.500001,13.033266,319.300001,2.4945312578125
K224340,52.200001,89.399999,46.799999,30.360217,188.399999,3.36428569642857
K224370,90,21.9,80.4,28.242546,192.3,13.7357142857143
K224380,52.2,89.4,46.8,30.360246,188.4,3.36428571428571
K224410,58.199999,244.5,81.500002,63.878664,384.200001,3.201666675
K224550,175.2,214.8,23.5,12.280813,413.5,4.64606741573034
K224650,109.800001,193.5,38,69.965544,341.300001,4.61216217567568
K224820,118.2,110.4,27,22.256342,255.6,2.97209302325581
K224860,24,230.099999,8.4,86.001181,262.499999,3.91791043283582
K224920,66.599999,207.9,45,41.006653,319.499999,3.94444443209877
K224940,72.6,80.7,72,9.636531,225.3,7.040625
K225000,67.199999,195.6,4.5,14.08189,267.299999,5.24117645098039
K225080,197.399999,194.399999,109.2,61.314499,500.999998,3.29605261842105
K225130,73.2,47.4,97.200001,64.378918,217.800001,6.22285717142857
K225230,228.600001,232.500002,21,14.157985,482.100003,2.64890111538462
K225240,119.399999,322.8,57,95.592735,499.199999,7.45074625373134
K225320,45.6,283.800001,28.199999,76.191816,357.6,5.76774193548387
K225410,84.600002,156,79.8,82.541109,320.400002,8.431579
K225640,84,72,36.499999,21.924604,192.499999,2.2916666547619
K225720,208.199999,247.500001,9,17.732687,464.7,2.70174418604651
K225750,99,189.6,40.8,70.319416,329.4,3.32727272727273
K225760,72,282.9,42.6,32.098183,397.5,3.05769230769231
K225770,105.600001,111,18,36.49166,234.600001,7.33125003125
K225880,74.4,194.700001,43,19.261505,312.100001,2.53739838211382
K225930,121.200001,126.6,89.5,67.250108,337.300001,5.270312515625
K225990,140.4,75.900001,69,74.527248,285.300001,6.07021278723404
K226070,208.800001,111.600001,134.399999,19.191625,454.800001,3.39402985820895
K226300,93.6,142.5,36,72.854834,272.1,3.09204545454545
K226350,124.2,310.5,60.6,34.74295,495.3,3.095625
K226360,48,216.6,55.2,3.929299,319.8,2.46
K226390,85.8,372.3,43,50.481514,501.1,2.84715909090909
K226460,120.6,249,128.4,0.79745,498,4.3304347826087
K226490,96.599999,21.3,108.500001,6.151707,226.4,2.66352941176471
K226570,147.6,320.1,23.4,94.536339,491.1,4.50550458715596
K226590,157.800001,137.1,61.800001,55.721218,356.700002,2.87661291935484
K226620,104.399999,225.9,124,33.482044,454.299999,2.366145828125
K226670,187.199999,141.9,70.500002,95.322385,399.600001,7.26545456363636
K226780,221.4,219,19,64.542071,459.4,3.79669421487603
K226940,86.400001,316.5,39.599999,35.558137,442.5,2.85483870967742
K226960,121.8,168,7,95.310599,296.8,4.12222222222222
K227090,73.8,328.5,53.399999,51.750119,455.699999,2.44999999462366
K227100,154.800001,177.899998,58,19.091561,390.699999,6.30161288709677
K227340,51,181.5,30,66.90332,262.5,8.75
K227440,48,41.7,95.399999,9.035603,185.099999,2.80454543939394
K227670,122.4,357.6,6.6,28.761601,486.6,2.17232142857143
K227680,87.6,127.5,90.6,16.354255,305.7,4.13108108108108
K227720,39,337.200001,27.5,24.597523,403.700001,2.05969388265306
K227780,192,200.400001,73.2,52.88845,465.600001,3.10400000666667
K227810,107.4,222.899999,61.8,81.670604,392.099999,8.34255317021277
K227820,102,123,58.2,16.071814,283.2,5.664
K227880,48.6,188.1,94.2,33.655251,330.9,4.18860759493671
K227900,214.2,230.7,26.4,40.838959,471.3,6.93088235294118
K228200,158.4,237,31,84.160261,426.4,3.74035087719298
K228600,109.8,54.6,164,1.263409,328.4,5.29677419354839
K228780,88.8,249.6,24.500001,47.391811,362.900001,5.25942030434783
K228920,72,301.5,92,63.865997,465.5,2.15509259259259
K229110,75.600001,156.299999,11,17.094533,242.9,4.26140350877193
K229240,108.600001,48.900001,106.8,33.727556,264.300002,2.33893807079646
K229270,61.2,42,79.2,0.371067,182.4,2.36883116883117
K229460,93,186.3,39.6,64.87265,318.9,2.32773722627737
K229470,73.2,172.499999,46.8,18.019453,292.499999,8.12499997222222
K229490,156.6,178.200001,79.799999,29.295149,414.6,3.455
K229570,51,126.900001,55.199999,22.233864,233.1,4.85625
K229590,48.599999,278.400001,32.400001,35.497024,359.400001,4.38292684146341
K229680,70.8,308.699998,55.2,90.688329,434.699998,3.03986012587413
K229850,93,178.499999,69,50.67342,340.499999,2.96086955652174
K229890,69,59.4,55.5,1.348311,183.9,2.82923076923077
K229900,187.800001,171.899999,36,68.906943,395.7,2.53653846153846
K229960,174.599999,196.8,13,32.766971,384.399999,2.34390243292683
K230180,66,292.799999,35.4,46.588312,394.199999,3.94199999
K230310,133.199999,133.199999,54,11.187269,320.399998,2.33868611678832
K230360,43.8,202.8,6.6,29.995704,253.2,3.33157894736842
K230410,141.6,164.699999,55,94.12203,361.299999,2.42483220805369
K230440,90.6,101.399999,31,41.629207,222.999999,3.65573768852459
K230630,202.8,207.599999,77.400001,27.599472,487.8,4.065
K230730,99.6,108.6,16.8,31.989113,225,8.03571428571429
K230850,102.6,40.5,80.499999,4.762762,223.599999,9.316666625
K230990,175.8,144.3,48,97.724936,368.1,2.9448
K231000,106.200001,281.1,21.6,89.135667,408.900001,5.17594937974684
K231020,98.400001,155.7,10.2,29.362248,264.300001,2.90439561538462
K231080,78.6,294.9,39,22.408489,412.5,1.92757009345794
K231130,76.2,280.5,47,32.407778,403.7,2.53899371069182
K231160,62.4,104.099999,13.8,0.539299,180.299999,13.8692306923077
K231250,96,127.500002,2.5,28.23693,226.000002,6.10810816216216
K231290,71.4,236.4,59,67.018044,366.8,6.32413793103448
K231400,129,249,10.800001,59.137955,388.800001,2.52467533116883
K231470,63,60.9,59.4,4.172033,183.3,1.87040816326531
K231480,69,108,48,9.199947,225,3.21428571428571
K231520,101.399999,148.2,55.2,95.135424,304.799999,5.34736840350877
K231590,56.4,250.200001,30.6,12.470029,337.200001,2.29387755782313
K231630,87.600001,46.500001,55.5,31.55416,189.600002,4.86153851282051
K231850,209.4,198,51,9.634836,458.4,4.12972972972973
K231930,43.8,207.6,76.2,64.738767,327.6,2.75294117647059
K232060,195.6,239.4,15,5.986771,450,9.375
K232110,66,118.2,26,68.411256,210.2,2.72987012987013
K232390,92.4,180.900001,14.5,88.98858,287.800001,3.34651163953488
K232420,70.799999,122.7,101,14.992818,294.499999,2.0034013537415
K232540,153,259.5,47.4,81.327984,459.9,8.36181818181818
K232730,177,217.499999,26.499999,14.598115,420.999998,6.01428568571429
K232750,132,138.6,125.4,51.315589,396,4.35164835164835
K232850,546,320.1,85.8,15.482516,951.9,2.21888111888112
K232920,463.199999,144.9,9.6,76.442709,617.699999,2.02524589836066
K232970,371.4,106.2,72,88.970803,549.6,2.08181818181818
K233000,289.2,213.9,23.499999,118.431123,526.599999,2.632999995
K233050,529.199999,310.800001,100.199999,101.430487,940.199999,2.16137930804598
K233170,451.2,46.8,34.500001,23.510801,532.500001,1.64351852160494
K233220,484.800001,253.800001,3.5,86.344373,742.100002,2.15726744767442
K233250,575.4,58.8,76.2,139.777624,710.4,2.2552380952381
K233310,498.6,123.900001,40.2,96.113955,662.700001,1.74854881530343
K233350,690,133.500001,13.2,152.384908,836.700001,2.26135135405405
K233440,719.4,105.6,66,110.776207,891,2.13157894736842
